A_23_P28224,A_23_P358345,CUST_16472_PI416261804,CUST_17139_PI416261804,CUST_546_PI416408490,top_level_structure
7.4852,1.8299,1.7425,2.4996,6.1434,Hy
7.4892,1.611,1.5956,5.0884,6.0409,Hy
7.2251,1.3326,1.279,4.5383,5.9852,Hy
9.4324,1.279,1.279,7.1326,7.1703,SbT
10.0091,1.279,1.279,7.2583,7.2299,SbT
9.9787,1.9374,2.1051,6.7137,7.7866,SbT
9.2341,1.4764,1.3856,6.4027,6.93,DT
9.6907,1.279,1.5063,7.1003,7.7366,DT
9.6518,1.279,1.4739,6.991,7.3714,DT
9.8108,1.7122,1.7689,6.8086,7.6343,DT
9.7267,1.5499,1.4615,6.9459,7.2736,DT
9.4727,1.279,1.279,6.7418,7.2109,DT
9.2901,1.279,2.1356,6.7496,7.0491,DT
9.2748,1.7627,1.5672,6.6809,7.1081,DT
9.1527,1.42,1.3308,6.7096,6.8365,DT
9.3524,1.279,1.3702,6.5705,7.2272,DT
8.3215,1.5029,1.4511,5.2515,6.198,DT
8.7728,1.279,1.279,6.4329,6.7249,DT
8.1218,2.0789,1.279,5.3978,6.8917,DT
10.7591,2.8063,1.3765,7.3373,7.938,DT
9.9989,2.3624,1.8328,6.7048,7.4082,DT
9.6633,1.6195,1.6189,6.9514,7.7476,DT
10.461,1.4823,1.4537,6.5984,7.1354,DT
9.9469,1.4058,1.4617,6.5662,7.4528,DT
9.7428,1.3415,1.3462,6.4016,7.1666,DT
8.8888,1.4289,1.399,6.4045,6.9292,DT
9.9296,1.4238,1.4915,6.7338,7.4586,DT
10.2816,1.279,1.279,7.603,7.5804,DT
10.1849,1.3432,1.3384,6.9807,7.5427,DT
10.9692,1.6441,1.4565,7.1745,8.015,DT
9.9413,1.279,1.279,7.1778,7.2301,DT
9.8827,1.279,1.279,7.3103,7.4836,DT
10.1782,1.4047,1.4372,7.0454,7.4365,DT
10.1612,1.3763,3.205,6.7269,7.6491,DT
10.4341,1.4358,1.4391,7.1853,7.7466,DT
10.0192,1.6757,1.5932,7.3544,7.7973,DT
9.1992,1.279,1.279,6.58,7.2805,DT
9.2658,1.279,1.279,6.7453,7.2403,DT
8.5677,1.279,1.279,5.5177,6.6951,DT
8.8817,1.279,3.3114,5.9877,6.7794,DT
9.2658,1.8947,2.0033,5.5336,7.0027,DT
9.988,1.279,1.279,7.1839,7.6549,DT
9.9357,1.5982,1.6341,7.3443,7.531,DT
8.5071,1.3666,1.4555,5.2958,6.6077,DT
9.2233,1.9241,1.9131,6.037,7.1245,DT
9.438,1.8782,1.9214,6.8229,7.465,DT
9.6315,1.6583,1.6537,6.9431,7.2967,DT
9.1416,1.6544,1.5516,5.8705,6.4809,DT
9.024,1.4936,2.2369,6.3533,6.7538,DT
8.3556,1.279,1.279,5.3799,6.7165,DT
9.5778,1.279,1.279,6.7517,7.1034,DT
10.2986,1.767,1.373,6.2497,7.3823,DT
8.3406,1.279,1.279,5.7162,6.2304,DT
8.9651,1.999,1.3819,6.0941,7.0038,DT
9.3382,1.486,1.6309,6.5966,7.1703,DT
8.7427,1.279,1.279,5.692,6.5978,VT
9.3749,1.3396,1.279,6.7861,7.0479,VT
9.3354,1.6959,1.747,5.8698,7.0251,VT
8.6903,1.2992,1.279,6.3196,6.9885,VT
8.7793,1.7866,1.8073,6.1022,6.8448,VT
8.7048,2.0532,2.1355,6.0751,6.6109,VT
8.0796,1.279,1.279,5.5728,6.3019,VT
8.8423,1.279,2.0361,6.4758,6.5497,VT
9.1357,1.279,1.279,6.0073,6.9695,VT
8.5084,1.8411,1.8824,5.3611,6.8766,VT
9.6925,1.6636,1.8338,6.9985,7.5329,MES
9.9548,2.0275,1.9773,6.483,7.5777,MES
9.1076,1.6934,1.6279,6.6235,6.8956,MES
9.2477,1.8319,1.8447,6.4101,6.9845,MES
9.1659,1.8523,2.3454,6.347,6.7024,MES
9.0025,6.7861,1.767,5.2921,6.5982,MES
8.8506,1.8115,2.661,5.9891,7.1067,MES
8.9765,7.5917,3.7388,5.4604,6.6012,MES
8.8851,1.8716,3.2439,6.2025,6.7776,MES
8.406,7.9999,3.8375,5.6799,6.319,MES
9.2346,6.8108,3.1686,5.8265,6.3354,MES
7.3354,2.0271,1.9585,4.5894,6.414,MES
7.5609,2.7752,1.8159,5.2061,6.6913,MES
9.7999,2.0192,1.833,6.3783,6.8532,MES
9.3944,2.1079,1.9724,6.675,7.4681,MES
8.3995,1.6443,1.7728,5.5906,6.5952,MES
8.2085,2.1058,1.9038,4.1456,6.8783,MES
8.5838,1.279,1.4096,5.1169,6.2696,MES
8.2493,1.279,1.279,5.439,6.6829,MES
8.9224,1.4408,1.3841,6.401,6.4756,MES
9.1793,2.0348,2.0185,6.3658,6.708,MES
8.8031,1.9848,2.1293,6.185,6.4385,MES
9.4745,1.9368,2.0514,6.3505,6.7636,MES
8.6744,1.9768,3.3392,5.8616,6.7788,MES
9.0054,1.9716,1.7728,6.1328,6.9588,MES
8.7313,2.1915,2.2534,4.9476,6.6013,MES
9.0454,2.7451,2.1795,5.8908,7.0653,MES
9.1482,1.6605,1.5342,6.7076,6.8272,MES
9.3179,1.9937,1.9989,6.4361,7.249,MES
9.8722,1.8043,1.8338,6.5618,6.9921,MES
8.6219,1.279,1.279,5.7579,6.9188,MES
8.7458,2.2034,2.1343,5.3363,6.6012,MES
8.7117,1.9107,2.5742,5.3794,7.0171,MES
8.8041,1.279,1.279,6.3987,6.9299,MES
8.1409,1.279,1.279,5.244,6.0911,MES
8.5276,1.8621,1.9029,5.7044,6.4638,MES
6.4804,1.279,1.279,5.1072,5.9352,MES
6.2613,1.772,1.8104,3.4038,5.9306,MES
5.2324,1.8264,1.6438,1.8529,5.6394,MES
7.3831,2.0444,2.1326,3.6711,5.915,MES
8.6803,1.9904,2.1242,5.122,6.965,MES
7.4057,2.0275,1.9108,5.0167,6.0365,MES
7.8407,1.8777,2.0518,4.6319,5.8772,MES
7.0218,1.279,1.279,3.8128,6.0911,MES
6.2761,1.7486,1.7008,1.461,5.6432,MES
8.0108,2.1886,2.1581,3.2263,5.9406,MES
5.9969,1.9157,1.6984,2.3191,6.3731,MES
6.94,1.3297,1.279,3.4013,6.8703,MES
7.7759,1.279,1.279,5.0269,6.8466,MES
7.8832,2.1981,1.279,4.9049,7.0708,MES
7.7353,1.9044,1.9497,4.7727,6.4776,MES
8.2786,2.1106,2.0831,4.1405,5.9941,MES
6.8123,1.5029,1.5147,3.8419,5.6474,MES
9.8223,1.9003,1.9044,6.4466,7.1632,MES
9.6457,1.9955,3.0909,6.222,6.9742,MES
10.2485,2.0502,2.1641,6.3907,7.598,MES
9.7119,2.0508,1.8379,6.4882,7.2201,MES
8.1466,1.8892,1.8951,4.5189,6.1198,MES
8.0406,1.6204,2.3986,5.1,6.3163,MES
8.2828,1.7789,2.0774,5.5585,6.4896,MES
9.3168,1.9043,1.7775,6.1555,6.7564,MES
8.3157,1.838,2.1749,4.587,6.603,CbCx
8.0939,1.7323,1.7592,4.9296,6.8996,CbCx
7.964,1.9544,2.391,4.3347,6.4661,CbCx
7.9175,1.8684,2.4559,4.3095,6.2605,CbCx
7.6382,1.8044,2.0086,4.2127,6.1195,CbCx
7.3881,1.7542,1.9763,4.5469,6.5193,CbCx
7.8255,1.279,1.279,4.2611,6.2496,CbCx
7.8407,1.5711,2.9268,4.2969,6.6793,CbCx
7.4001,1.8642,2.051,3.9006,6.2132,CbCx
7.095,1.5978,1.919,4.1801,5.971,CbCx
7.3076,1.6828,2.7499,4.2467,5.9696,CbCx
7.1963,1.8901,2.1563,3.8719,6.2188,CbCx
7.2688,2.5683,1.9295,4.434,6.212,CbCx
7.4094,1.7316,2.0878,4.3226,6.0508,CbCx
7.7579,1.6731,2.9728,4.0812,6.3207,CbCx
7.4847,1.6569,1.9174,4.2058,6.2151,CbCx
7.7812,1.6798,1.9649,4.5484,6.4365,CbCx
8.4173,2.8244,1.9472,5.2443,6.7735,CbCx
7.2771,1.7275,2.8976,4.7145,6.5357,CbCx
8.5018,1.7383,2.0675,5.3771,6.8499,CbCx
7.5233,1.8923,2.059,4.5669,6.3549,CbCx
7.4305,1.856,2.0577,4.6602,6.0318,CbCx
7.5544,1.6259,1.7194,4.4212,6.3128,CbCx
7.2889,2.0,2.4278,3.8696,6.2475,CbCx
7.1891,1.8111,2.0591,3.6894,6.1707,CbCx
7.3598,1.8775,1.9428,4.7166,6.1425,CbCx
7.3088,1.5319,1.7173,4.1592,6.2387,CbCx
7.2512,1.7216,1.8481,3.9479,6.05,CbCx
7.2534,1.326,1.7527,3.9658,5.8916,CbCx
7.397,1.7824,1.9568,4.2856,5.7404,CbCx
7.4001,1.7815,2.1324,4.2891,6.1011,CbCx
7.2438,1.7471,2.094,3.9049,6.3791,CbCx
7.3532,1.7194,1.9756,4.287,5.9469,CbCx
7.2688,1.7209,1.9352,4.2818,6.0049,CbCx
7.4448,1.8063,2.0862,3.3301,5.8277,CbCx
7.1065,1.7536,2.0014,3.6563,5.5832,CbCx
7.0728,1.7177,2.0858,3.7054,5.8699,CbCx
7.2381,1.9709,2.0891,3.1094,5.7902,CbCx
6.999,1.8367,2.0557,3.4363,5.8026,CbCx
7.1601,1.279,1.279,4.3383,5.7523,CbCx
6.9786,2.0311,1.9275,3.8609,6.0118,CbCx
7.2641,1.7622,1.9093,4.2388,5.9721,CbCx
6.2926,1.3176,1.7598,3.3309,8.3281,CbCx
7.1776,1.7136,1.9702,3.9398,5.6673,CbCx
7.4238,1.8419,2.3839,3.9112,6.4493,CbCx
6.949,1.8269,1.8296,3.7031,6.0142,CbCx
6.828,1.6622,2.0402,4.0198,5.6445,CbCx
6.4512,1.3202,2.0584,3.5551,5.8659,CbCx
7.3727,1.6183,3.0298,4.4073,6.0451,CbCx
7.0272,1.6749,2.4276,4.2535,5.9807,CbCx
6.9082,1.8836,2.2239,3.5997,5.8559,CbCx
7.3233,1.8393,2.2459,3.787,6.1054,CbCx
7.4507,1.7628,2.1802,4.3834,6.0414,CbCx
7.4061,1.7679,2.0917,4.3632,6.286,CbCx
6.911,1.9374,2.0374,3.7109,6.0989,CbCx
7.1775,1.7949,2.1654,3.9419,5.9272,CbCx
6.9625,1.7325,2.2101,3.943,6.187,CbCx
7.1914,2.4682,1.905,4.148,6.1444,CbCx
7.2441,1.7636,2.0126,4.2529,6.334,CbCx
7.0666,1.7474,1.9568,4.2096,6.2532,CbCx
7.3507,1.8231,2.0045,3.4809,5.8154,CbCx
7.0966,1.8646,2.0658,3.6864,5.9154,CbCx
7.0102,1.8378,1.9856,3.154,6.1832,CbCx
7.1873,1.8708,2.3554,3.2846,6.2267,CbCx
7.1816,2.8316,2.0945,3.8609,5.7861,CbCx
7.1925,1.6638,2.0325,3.6362,5.8196,CbCx
7.2298,1.6395,1.9357,3.7928,5.8672,CbCx
7.5802,1.8416,2.1456,4.0575,5.8576,CbCx
6.9556,1.742,1.279,4.1639,5.6694,CbCx
7.3175,1.8321,1.9949,4.0998,6.1068,CbCx
6.6995,1.816,1.6801,3.6311,5.7275,CbCx
7.1125,1.9604,1.8848,3.6416,6.025,CbCx
6.3056,1.3409,1.7444,3.4824,8.3584,CbCx
7.1772,2.123,1.9019,3.7351,6.2248,CbCx
7.7755,1.78,1.889,4.4247,6.5889,CbCx
7.462,1.7958,2.0608,4.3512,5.7429,CbCx
9.1435,1.9652,1.9797,6.3712,7.7518,CbN
9.483,1.7095,1.7771,6.8839,8.0806,CbN
9.3499,1.8772,2.3288,5.9182,7.7843,CbN
9.288,1.6958,1.8993,6.1301,7.7583,CbN
8.6479,1.8351,2.3899,4.7684,7.2557,CbN
8.5479,1.7747,2.3834,5.8071,7.5385,CbN
9.1409,4.402,1.8927,6.1723,7.2756,CbN
9.9799,1.3767,1.279,7.125,7.1807,Bpons
10.5343,2.5786,1.279,7.0523,7.3017,Bpons
10.2997,1.279,1.4196,7.3126,7.4002,Bpons
10.0968,1.279,1.279,7.2442,7.3485,Bpons
10.422,1.474,1.3384,7.0676,7.7724,Bpons
9.5426,1.279,1.279,7.3615,7.5418,Bpons
9.9967,1.7272,1.3933,7.2655,7.0952,Bpons
10.1995,1.279,1.279,7.0983,7.4781,Bpons
9.8834,1.279,1.279,6.938,7.2864,Bpons
10.6067,1.5383,1.2992,7.5943,7.6051,Bpons
10.2239,1.279,1.279,7.2169,7.4961,Bpons
10.8659,1.501,2.1762,7.6163,7.6549,Bpons
9.946,1.279,1.279,7.2708,7.5048,PTg
10.1312,1.6276,1.4142,6.7192,7.5018,PTg
9.0177,6.3428,1.8066,5.9866,6.9119,PTg
8.5922,6.937,1.4893,5.8817,6.7567,PTg
10.7117,3.5745,1.486,7.2022,8.1483,PTg
9.9805,1.279,1.279,6.4604,6.9713,PTg
9.9711,1.279,2.2487,6.8956,7.0948,PTg
8.2259,7.0727,3.6933,5.1206,6.378,PTg
8.3986,5.6246,2.2476,5.4331,6.953,PTg
8.4327,13.1832,8.8939,5.5551,6.9663,PTg
8.522,13.4103,9.4218,5.828,6.5266,PTg
8.5311,13.5846,9.6539,5.6024,6.285,PTg
8.8415,13.1845,7.6744,5.69,6.3973,PTg
9.1153,8.9241,4.2747,6.1279,6.7305,PTg
9.1725,8.5059,2.1635,6.2264,7.19,PTg
9.065,7.553,2.9195,6.0333,6.6537,PTg
9.2132,8.0745,1.4491,6.6479,6.8806,PTg
9.3988,8.9303,3.886,5.783,6.7529,PTg
9.2595,9.8592,4.055,6.1983,7.1957,PTg
9.6386,9.4667,4.9356,6.5953,6.7448,PTg
9.5726,9.1873,4.7356,6.6914,7.1634,PTg
9.1383,9.91,4.3185,5.7892,6.8211,PTg
9.6677,1.4724,1.955,6.7511,6.9278,PTg
9.7034,1.9308,1.703,6.251,6.5532,PTg
9.5378,4.7239,1.279,5.7019,6.8474,PTg
10.0006,1.5007,2.927,6.4549,6.8188,PTg
8.9323,1.3399,1.279,5.6318,6.8211,PTg
9.6999,3.0847,1.6831,6.192,7.2417,PTg
10.0864,1.5061,1.4565,6.8974,7.3495,PTg
9.8773,1.279,1.5627,6.998,7.073,PTg
9.8596,5.0269,1.3495,6.666,7.3935,PTg
10.0355,3.0629,1.279,6.5494,7.478,PTg
9.5853,3.5187,1.279,6.2756,7.0284,PTg
10.2508,4.3356,2.0541,7.1149,7.982,PTg
10.4242,5.8817,1.3186,7.1637,7.2498,PTg
10.2278,1.279,1.279,7.2934,7.5921,PTg
10.2918,1.3959,1.3772,7.3963,7.3504,PTg
9.9532,1.2992,1.279,7.1078,7.6129,PTg
10.1905,1.8811,1.3098,7.4326,7.5698,MY
10.4701,1.8669,1.8197,6.6866,8.197,MY
9.652,1.4867,1.4041,6.5072,7.0182,MY
9.355,1.4805,1.2992,6.5066,7.0027,MY
9.4531,6.587,2.3749,6.8291,6.8161,MY
9.2071,1.9911,1.8614,6.4998,7.1089,MY
9.524,1.279,1.279,5.9226,7.3369,MY
9.0817,6.3056,2.6855,5.223,6.9389,MY
10.2902,1.4405,1.3437,6.7715,7.6487,MY
9.1901,1.4634,1.342,6.6611,7.1149,MY
10.0539,1.6082,1.6964,7.2945,7.526,MY
9.4631,1.6115,1.7706,6.8053,7.3765,MY
9.3146,1.279,1.5204,6.5886,6.8504,MY
9.7499,1.3778,1.6162,6.9034,7.3157,MY
9.8178,1.433,1.6415,6.839,7.1549,MY
10.3606,1.8548,1.7487,7.5172,7.9099,MY
9.6394,1.3911,1.6758,5.7532,6.7091,MY
7.9596,4.6021,1.7359,4.9835,6.3324,MY
8.1457,8.3304,3.1209,5.1314,6.273,MY
7.8686,8.0059,1.7561,4.5917,5.6392,MY
8.3993,6.0306,1.8091,5.4671,6.9449,MY
8.3621,7.8005,1.8115,5.2981,6.2218,MY
8.1185,3.7896,1.6701,5.2703,7.4903,MY
9.5075,1.3308,2.1193,6.3964,6.9923,MY
9.7356,1.279,1.279,6.7297,7.0123,MY
9.1812,1.5054,1.523,6.2482,6.6259,MY
9.7422,1.6835,1.7259,7.1921,7.4294,MY
10.024,1.279,2.5398,7.0021,7.2574,MY
9.8737,1.6427,1.5711,6.871,7.2501,MY
9.7486,2.9309,1.8016,6.8537,6.7863,MY
9.9039,3.163,1.8549,6.9626,7.0891,MY
9.6664,1.279,1.6097,6.6715,6.9513,MY
9.9455,1.2992,1.8132,6.9278,6.9514,MY
9.2661,1.5547,1.5373,6.2868,7.5223,MY
9.2745,1.6495,1.5608,6.0288,6.7998,MY
9.2514,1.8376,3.1881,5.7944,7.1378,MY
9.5266,1.6316,1.6321,6.4329,7.1743,MY
9.6715,1.2992,1.279,6.4294,7.0893,MY
9.0038,1.3403,1.3411,5.2114,6.3973,MY
8.8487,1.4555,1.279,5.6974,6.6449,MY
9.4967,1.9147,1.4229,6.0326,6.7909,MY
9.4745,1.5756,3.0231,6.2958,7.0739,MY
9.4024,5.035,1.6548,6.0837,7.1058,MY
9.4658,3.2661,2.0296,6.5262,7.774,MY
9.7788,2.5591,1.7002,7.1985,6.7692,MY
9.5558,4.922,2.8003,6.708,6.9125,MY
9.8828,1.8078,2.523,7.1178,7.276,MY
10.0386,4.4517,1.7801,6.2803,6.9443,MY
9.7833,3.9412,1.279,6.5918,7.4517,MY
9.4257,4.8793,1.279,6.7345,7.1634,MY
9.369,1.279,1.3358,6.1864,7.151,MY
9.255,4.4071,2.1334,5.9865,6.6591,MY
9.9828,1.7954,1.5444,6.7593,7.2786,MY
9.4157,4.9669,1.279,6.9275,7.2143,MY
9.41,2.5504,1.4518,6.266,6.757,MY
9.3663,1.279,2.0851,6.6188,6.8507,MY
9.9337,5.4955,1.5096,6.9519,7.1202,MY
9.8043,4.0739,1.6663,6.9691,7.0185,MY
9.2705,4.6271,1.6435,6.8118,6.8368,MY
9.7844,5.2999,1.6589,6.5017,6.9691,MY
10.0539,5.2429,1.6436,7.6048,7.6744,MY
9.943,4.7544,3.0801,6.9948,7.2479,MY
8.9037,1.6449,1.4115,6.7503,6.9205,MY
8.6299,1.5482,1.8868,5.1488,6.8274,MY
7.1508,1.3679,2.1139,4.564,5.9478,MY
8.5336,1.8735,1.7516,3.3306,7.1668,MY
10.0288,1.9485,1.6619,7.0035,7.8335,MY
10.6347,1.786,1.6435,7.1815,7.6351,MY
9.3059,1.2992,3.1995,6.8691,7.1344,MY
9.3275,1.7272,1.7859,6.1488,7.3107,MY
9.6509,1.361,1.4803,5.5831,6.6823,MY
10.4615,1.7985,1.6912,6.8698,7.5476,MY
10.0055,1.9244,1.625,6.7975,7.9216,MY
9.5811,1.7881,1.8085,6.6662,7.2201,MY
9.8287,1.47,2.0439,6.5797,7.1152,MY
9.4166,1.3818,1.7488,6.9083,6.8803,MY
9.7354,1.6396,2.7681,6.2072,7.3504,MY
9.5028,4.2675,1.279,6.0844,7.1125,MY
9.3875,2.0263,1.6357,6.6397,6.911,MY
9.311,4.0221,1.5333,6.4379,6.8599,MY
9.8105,6.1458,2.2934,6.6544,7.0331,MY
10.1526,4.1955,1.3266,6.3149,7.998,MY
9.8955,1.7911,1.8895,6.8621,7.3819,MY
9.0981,4.0553,1.279,6.4365,6.7477,MY
10.1028,4.7351,3.0404,6.8955,7.3143,MY
6.5611,1.3437,1.3399,4.1925,5.0799,WM
8.8415,1.5157,1.724,5.3132,6.2255,FL
9.1236,1.7771,1.7643,5.6899,6.874,FL
9.029,1.4078,1.4078,5.571,6.4726,FL
8.5765,1.7409,1.6722,5.2357,6.3741,FL
8.8709,1.553,1.8321,5.0694,6.4141,FL
8.524,1.4078,1.4078,5.3379,6.3438,FL
9.1758,1.7629,2.0617,5.8256,6.5499,FL
9.6672,1.7614,1.6843,6.0217,7.0873,FL
9.1538,1.6967,1.4078,5.6929,6.6744,FL
9.3508,1.6389,1.8027,5.6643,7.0908,FL
9.6299,1.4078,1.4135,6.0479,6.8371,FL
8.4508,1.4078,1.4078,4.6443,6.135,FL
8.0473,1.689,1.9407,5.1613,6.2029,FL
8.4976,1.4078,1.4078,5.5371,6.1675,FL
9.1642,1.5064,1.4078,5.5153,6.6385,FL
8.1934,1.7101,2.2383,5.0037,5.8652,FL
8.5401,1.4078,1.4078,5.3539,6.3737,FL
8.8146,1.9571,1.8946,5.3349,6.5503,FL
8.7276,1.5378,1.7788,5.2171,6.5383,FL
9.7724,1.5738,2.534,5.72,6.8689,FL
9.6771,1.8356,2.0754,5.6708,6.8629,FL
9.7007,1.5227,1.6048,6.2643,7.033,FL
9.713,1.7304,3.4374,6.2304,7.034,FL
10.0189,1.4078,1.6198,6.7912,7.3672,FL
9.7126,1.5736,1.9047,6.0595,7.1247,FL
9.7384,1.7571,1.4078,6.1379,6.9204,FL
10.0395,1.9314,2.0571,6.4803,7.0732,FL
9.6793,1.8979,1.8998,6.3919,7.2244,FL
9.905,1.9013,1.4078,6.5608,7.0732,FL
9.5484,1.6032,1.6067,6.4891,7.1715,FL
9.5137,1.4078,1.4078,6.7028,6.9726,FL
9.7631,1.4078,1.4078,6.76,7.3858,FL
9.8458,1.6441,1.5615,6.5784,7.2413,FL
9.6673,1.654,1.6906,6.4296,7.113,FL
9.8875,2.2669,1.4206,6.4118,6.9216,FL
9.9581,1.7274,1.9651,6.4338,7.2212,FL
10.3464,1.8068,2.5363,6.645,7.0636,FL
9.7479,1.4078,1.4078,6.4596,7.0039,FL
9.6501,1.4794,1.6652,5.9001,6.7767,FL
9.6096,1.6823,2.2167,6.0145,6.6876,FL
9.4688,1.4729,1.7671,6.1976,6.7678,FL
9.7202,1.9061,1.9314,6.3577,7.22,FL
9.8991,2.6066,1.4078,6.5913,7.2089,FL
9.833,1.9311,2.395,6.2087,7.2014,FL
9.711,1.8825,1.6737,6.2023,6.9821,FL
9.3609,1.5306,1.9014,5.6609,6.4369,FL
9.5485,1.5822,1.8708,6.0048,6.91,FL
8.9401,1.8749,1.821,5.4181,6.315,Ins
9.2181,1.5021,1.6516,5.7936,6.5416,Ins
8.9173,1.9063,1.4078,5.3546,6.2855,Ins
9.5877,1.9319,1.6058,6.0895,6.8291,Ins
9.1538,1.4078,1.4078,5.744,6.4777,CgG
9.3245,1.9589,1.9986,6.0058,6.7289,CgG
8.8987,1.9545,1.8065,5.7199,6.345,CgG
8.7789,1.4078,1.4078,5.5271,6.7179,CgG
9.5139,2.6231,1.4078,6.0483,6.8216,CgG
9.5364,1.4078,1.9276,6.1741,6.7911,CgG
8.6377,1.6545,1.6258,5.3275,6.4634,CgG
8.5437,1.4078,1.4078,5.2825,6.2777,CgG
8.8827,2.298,1.4078,5.646,6.6433,CgG
8.5693,1.9258,2.0993,5.7476,6.74,CgG
8.3083,1.7394,1.7788,5.2958,6.5007,CgG
8.6593,1.8122,2.267,5.3756,6.4563,CgG
8.5836,1.9776,1.4078,5.6719,6.4712,CgG
8.9197,1.7417,1.8273,6.1741,6.7861,CgG
9.9526,1.4699,1.4078,6.701,7.1041,CgG
10.1625,1.4078,1.4078,6.6465,7.3368,CgG
9.5427,1.7279,2.6764,5.8873,6.6832,CgG
9.9598,1.4993,1.4142,6.9066,7.1586,CgG
10.4995,1.7058,1.8119,7.0451,7.8304,CgG
10.2991,1.8819,1.9684,6.6269,7.3667,CgG
9.6781,1.6288,2.4476,6.318,6.9132,CgG
10.3724,1.7937,2.4227,7.0451,7.4899,CgG
10.0063,1.4078,1.4078,6.6385,7.0881,CgG
8.3029,2.4222,1.4078,5.2366,6.4374,CgG
8.1997,1.8706,1.8833,5.3507,6.7151,CgG
8.935,1.4078,1.4078,6.0558,7.2408,HiF
9.3166,1.4078,1.4078,5.9028,7.2154,HiF
8.7198,1.5946,1.7186,4.9193,6.5842,HiF
8.5448,1.6148,1.6906,5.4405,6.1202,HiF
8.3179,1.5108,2.7799,5.5219,6.2211,HiF
7.744,1.6651,2.0134,4.9906,5.686,HiF
8.7689,1.6656,2.8248,5.8786,6.703,HiF
9.0333,1.5007,2.785,6.0301,6.9755,HiF
9.2481,1.5258,1.6267,6.3161,6.9695,HiF
9.5377,1.425,1.812,5.9283,7.312,HiF
9.9305,1.4206,1.424,6.025,7.2686,HiF
9.3545,1.4653,1.5173,5.9125,6.6585,HiF
9.668,1.4434,1.6328,6.8711,7.1441,HiF
9.7512,1.458,1.5062,6.5946,7.2232,HiF
8.5366,2.3358,1.4078,4.9723,6.5007,PHG
8.3943,1.6669,1.4275,5.1681,6.3264,PHG
8.9303,1.4078,1.4157,5.4429,6.7935,PHG
8.8377,1.6032,1.5798,5.6307,6.3741,PHG
8.6465,1.6926,1.5681,5.5127,6.3634,PHG
8.2251,1.436,1.6512,4.9918,6.0468,PHG
9.032,1.9728,1.4853,5.3482,6.3624,PHG
9.9265,1.8207,1.9796,6.284,7.3124,OL
9.922,2.2563,1.6942,6.1656,6.9002,OL
10.4677,1.866,1.7631,6.9739,7.5716,OL
10.6512,1.7173,1.7638,7.0294,7.393,OL
10.5154,1.4078,1.4078,7.2423,7.329,OL
9.8457,1.7698,1.9574,6.1181,7.0085,OL
9.9068,1.5795,2.3172,6.045,7.0111,OL
10.0043,1.7826,1.8026,6.4959,7.228,OL
9.8923,1.6478,1.9248,6.3459,7.2465,OL
9.4716,1.4078,2.1189,5.8134,6.7397,OL
9.7732,1.4078,1.4078,6.368,6.9762,OL
10.1478,1.771,1.7053,6.1991,7.099,OL
10.4705,1.8158,1.6886,6.9382,7.5183,OL
10.8689,1.8345,1.5544,7.0681,7.7154,OL
10.3892,1.5499,2.2616,6.8767,7.5906,OL
11.1612,1.8294,1.995,7.3145,8.0859,OL
9.3325,1.6232,1.6369,6.2827,6.7862,OL
9.8089,1.7631,1.7007,5.9718,6.8897,OL
9.8689,2.0553,2.104,5.9385,7.0283,OL
9.7431,1.4078,1.4078,6.5708,6.8546,OL
9.8989,2.0756,2.1079,6.2251,6.9865,OL
9.8677,1.4078,1.4078,6.6527,7.0733,OL
9.9751,1.7109,2.0177,6.2189,7.2276,OL
9.845,1.446,1.4078,6.5784,6.8899,OL
9.6295,1.4078,1.4078,6.3852,6.793,OL
9.9082,1.6477,1.7722,6.9431,7.2477,PL
9.9174,2.0667,1.9579,6.6191,7.259,PL
10.3128,2.0999,2.0354,6.7179,7.3813,PL
9.7455,1.681,1.9642,6.2891,6.9804,PL
9.8067,1.7631,1.6489,6.565,6.6866,PL
9.6728,1.5848,1.4164,5.8868,6.8704,PL
9.8089,1.4078,1.4078,5.9599,7.0451,PL
10.2213,1.9051,1.8181,6.8925,7.185,PL
10.1324,1.8674,2.3835,6.9162,7.2459,PL
9.5137,1.4078,1.4078,6.3651,6.9392,PL
10.3891,1.8985,1.93,6.7926,7.4985,PL
10.2445,1.6853,1.7268,6.9222,7.1839,PL
10.4331,1.9249,1.8348,6.8081,7.6063,PL
10.2337,2.0603,1.9647,7.3616,7.6459,PL
9.6734,1.7177,2.5248,6.3911,7.0902,PL
10.0694,2.0143,1.4825,6.7114,7.2725,PL
10.2185,1.4078,1.4078,7.0007,7.5041,PL
9.6801,1.7663,1.6434,6.1689,6.9834,PL
9.7855,1.4078,1.4078,6.615,7.2208,PL
9.9193,1.4815,1.4078,6.5519,7.2246,PL
9.5778,1.4078,1.4078,6.0546,6.9695,PL
9.6063,1.7118,1.7412,6.2464,7.2081,PL
10.1543,1.9253,1.9972,6.5277,7.1752,PL
9.7509,1.4979,2.0313,6.3548,7.0981,PL
9.7103,1.7527,1.8899,6.2138,7.0673,PL
9.8709,1.6323,2.8782,6.2625,7.3134,PL
9.9581,1.9428,1.971,6.8947,7.4644,PL
9.8793,1.5901,1.4894,6.56,6.9019,PL
9.9247,1.8824,1.8985,6.531,6.9802,PL
9.859,1.9662,1.9642,6.5937,7.1542,PL
10.0828,1.4078,1.4078,6.7972,7.1032,PL
9.5759,1.6032,2.1772,5.915,6.6959,PL
