A_23_P28224,A_23_P358345,CUST_16472_PI416261804,CUST_17139_PI416261804,CUST_546_PI416408490,top_level_structure
8.7876,0.7506,1.9759,5.7548,6.7696,Str
9.3022,0.6987,0.8128,6.5285,7.3245,Str
9.4115,0.8573,0.7539,6.1622,7.0194,Str
8.1422,0.6851,0.9821,5.0235,6.1988,Str
7.8337,0.9684,1.3239,4.6423,6.0576,Str
8.305,0.6745,0.9172,5.2128,6.0511,Str
8.1616,0.7159,1.6997,5.1096,6.2135,Str
9.1423,0.7963,1.0279,5.5115,6.9006,Str
9.2438,0.7411,0.7652,6.2486,7.1009,Str
9.5698,1.0495,1.1532,6.4781,7.1804,Str
7.6071,0.6745,1.2287,5.2906,6.2066,Str
7.9971,1.9096,0.8276,4.6268,5.8718,Str
8.4643,0.7158,0.6808,5.4944,6.5553,Str
8.9084,1.1816,1.3211,5.5801,6.7857,Str
8.9528,0.7173,1.7933,6.0947,6.8457,Str
9.7075,0.7809,3.071,5.7076,7.0329,Str
9.839,0.8426,0.9931,6.9419,7.614,Str
9.2232,2.2185,0.8252,5.5313,7.0371,Cl
8.6481,1.3342,1.1138,5.7404,6.5744,Cl
9.8816,1.0668,1.9796,6.789,6.9586,ET
9.1999,1.7167,1.3057,5.6136,6.5377,Hy
7.9922,1.0033,1.204,4.6125,5.7921,Hy
8.2816,1.9406,0.9268,4.4576,6.2232,Hy
8.9424,2.3553,1.0082,5.1849,6.4361,Hy
8.0991,1.1297,1.2347,5.9126,6.4201,Hy
7.078,1.2859,1.4753,3.8934,5.7367,Hy
10.4224,0.7188,0.9366,7.2823,7.3137,Hy
8.3444,1.3585,1.3687,4.4598,6.0356,Hy
8.6591,0.6745,0.7147,5.176,6.3047,Hy
8.5583,0.6954,0.8563,5.4042,5.8434,Hy
8.4197,0.6745,0.7215,5.5104,6.252,Hy
7.5396,0.8951,1.0389,4.0998,5.9175,Hy
8.9826,1.2596,0.7979,5.1537,6.6464,Hy
9.5072,1.9564,1.7416,5.9186,6.973,Hy
7.8324,0.9302,1.0089,4.4451,5.7042,Hy
8.6289,2.5714,1.5286,4.9804,6.3142,Hy
8.4535,1.3911,1.4716,4.3839,5.8101,Hy
8.6323,0.9789,1.3305,4.9873,6.1662,Hy
10.4253,0.8494,0.8985,7.0765,7.3349,SbT
10.395,0.6745,0.6745,7.1538,7.6803,SbT
11.0942,0.6745,0.6745,8.3884,8.336,SbT
10.6154,1.0357,1.2596,7.4512,7.7203,DT
11.0674,0.7332,0.7302,7.1299,7.8871,DT
10.4888,0.6745,0.6745,7.3298,7.4609,DT
10.8971,1.8444,0.6745,7.8263,7.6397,DT
10.0782,3.1961,1.8705,5.7645,7.0885,DT
11.5877,1.1431,0.8021,8.7123,8.5986,DT
11.3378,2.7429,0.7174,8.4256,8.2571,DT
11.0565,1.7178,3.8996,7.7048,7.8142,DT
10.5506,0.7429,1.0198,7.7618,7.7602,DT
10.9352,0.6745,2.2534,7.1413,7.8507,DT
11.1064,0.8513,0.6745,8.5167,8.5512,DT
11.2008,1.0346,1.5891,8.63,8.2918,DT
10.8888,0.6933,1.0244,8.2091,7.9059,DT
10.5031,1.1827,0.865,7.8437,7.9063,DT
10.261,0.7283,0.9962,6.7558,7.2645,DT
10.5561,1.6608,1.3333,7.4037,7.5456,DT
10.07,2.4998,0.9628,6.9763,7.2678,DT
9.4496,2.0219,0.9688,6.0619,6.733,DT
9.9947,0.7692,0.7809,6.9638,7.3422,DT
9.0896,1.2454,2.5156,6.2645,6.8092,VT
10.0562,1.3036,0.6745,6.2817,7.4098,VT
10.5389,0.6921,1.9586,7.9239,7.6728,MES
11.1508,0.6745,1.1638,8.2082,8.0368,MES
10.6638,1.3253,0.7256,7.5607,7.9514,MES
10.4842,1.3811,0.7083,7.542,7.5599,MES
10.0933,1.0531,1.3065,7.1026,7.1782,MES
9.5461,0.6851,0.8128,6.809,6.8844,MES
9.7799,1.6019,0.7411,7.0304,6.7663,MES
7.6825,1.5043,1.5452,2.6885,4.6022,MES
8.6102,0.6745,2.2424,5.9654,6.3051,MES
9.9943,2.3761,1.0615,7.1535,7.2332,MES
9.3443,0.7449,0.6745,6.1912,7.4806,MES
10.01,0.6745,0.8343,7.0797,7.3248,MES
7.5077,1.3613,1.4618,3.6746,5.9087,MES
7.3121,1.5303,1.8377,3.4464,5.9246,MES
6.8045,0.8005,1.3742,4.4072,5.6525,MES
8.9154,1.1241,1.117,5.6594,6.3832,MES
8.6423,0.7283,0.6954,5.8467,5.5757,MES
8.7781,1.0503,1.0783,6.1011,6.6562,MES
8.4806,0.7564,0.8002,5.9789,6.567,CbCx
8.3263,0.6745,0.9799,5.7481,6.5779,CbCx
7.679,0.6745,0.6851,4.8959,6.3029,CbCx
8.0661,0.7095,0.8446,4.9412,6.1162,CbCx
7.744,0.6745,2.5681,5.1073,6.3054,CbCx
8.2304,0.6808,1.2846,5.0358,6.2784,CbCx
7.4686,0.6745,1.636,4.8005,6.1036,CbCx
7.468,0.9863,1.3988,4.7041,6.0943,CbCx
7.1215,0.6745,1.4151,4.1904,5.6409,CbCx
7.7075,0.6808,1.8648,4.9754,6.266,CbCx
7.3546,0.6745,1.4539,4.106,5.7986,CbCx
7.4702,0.6745,0.6745,4.7818,6.2082,CbCx
7.1018,0.71,0.8566,4.3144,5.578,CbCx
6.8744,0.6745,1.0009,4.0661,5.7719,CbCx
7.6003,0.6745,1.5867,4.6617,6.0682,CbCx
7.7229,0.6745,2.3876,4.8291,5.9899,CbCx
7.663,0.6745,1.6424,4.6737,6.2837,CbCx
7.7386,0.7022,0.9046,4.664,6.2043,CbCx
7.9235,0.6745,1.9826,4.9495,6.3618,CbCx
8.0169,0.6745,0.6868,5.1687,6.283,CbCx
7.6597,0.6745,1.4332,5.0076,6.3046,CbCx
8.0341,1.0557,0.6745,5.1456,6.3794,CbCx
8.675,0.6745,1.1795,6.0022,6.9067,CbCx
9.0353,0.6745,0.8067,6.0269,7.1999,CbCx
8.0158,0.6905,1.98,5.3858,7.5648,CbCx
8.1612,0.6745,0.6808,5.4936,6.3497,CbCx
8.0544,0.7595,1.757,5.2893,6.5861,CbCx
7.976,0.6745,1.7576,4.646,5.9995,CbCx
7.3906,0.6745,1.7316,4.4508,6.0146,CbCx
7.4661,0.6745,1.5025,4.5,5.9857,CbCx
8.182,0.742,1.5183,5.3599,6.5223,CbCx
8.1695,0.712,0.7985,5.2336,6.6978,CbCx
7.9057,0.6745,1.8097,5.0219,6.4107,CbCx
8.1657,0.6808,0.6808,5.2253,6.2522,CbCx
8.2991,1.4798,0.7263,5.1897,6.2719,CbCx
7.3082,0.6745,1.3806,4.8061,5.9172,CbCx
7.3249,0.6776,1.6099,4.5703,6.0075,CbCx
7.5458,0.6745,1.8309,5.0708,5.9157,CbCx
7.6399,0.6745,1.1749,4.723,5.9318,CbCx
7.1169,0.6745,0.6745,4.3685,5.9145,CbCx
7.672,1.616,1.4634,5.0808,6.2138,CbCx
6.9767,0.6745,1.3494,4.3796,5.8811,CbCx
7.4127,0.6905,1.2959,4.8208,6.0531,CbCx
7.2282,0.6745,1.2451,4.361,6.1656,CbCx
6.9349,0.6745,1.0256,4.3036,5.6369,CbCx
6.907,0.6745,0.6745,4.1034,5.6548,CbCx
6.8778,0.6808,1.1919,4.1968,5.8004,CbCx
7.3415,0.6745,0.7251,4.5787,5.9834,CbCx
7.5959,0.6745,1.0551,4.9507,5.8759,CbCx
7.1474,0.6745,1.7909,4.2034,5.688,CbCx
7.0991,0.6745,0.6745,4.3978,5.6368,CbCx
6.5511,0.6808,0.7899,3.6184,5.0063,CbCx
7.1082,1.0988,1.5339,4.2225,5.7803,CbCx
6.6931,0.6745,1.4784,3.8954,5.747,CbCx
6.8528,0.6745,0.6808,3.8279,5.5569,CbCx
6.6004,0.6745,0.8004,3.6821,5.416,CbCx
7.1429,0.6745,0.9871,4.45,5.6839,CbCx
7.0842,0.6745,0.6808,4.2793,5.6754,CbCx
7.0493,0.6864,1.5377,4.3651,5.7869,CbCx
7.0786,0.6808,1.6334,4.4089,5.6065,CbCx
6.748,0.6745,0.6745,4.5184,5.6401,CbCx
7.0943,0.6808,1.0981,3.3883,5.5848,CbCx
7.2096,0.789,1.1284,4.1628,5.6967,CbCx
7.0242,0.6745,1.844,3.9309,5.6687,CbCx
7.0075,0.6745,0.8328,4.1575,5.7874,CbCx
7.5217,0.6745,2.1072,4.6843,5.7887,CbCx
6.8055,0.6745,2.025,3.9994,5.6181,CbCx
7.3948,0.6808,1.0987,4.2856,5.7313,CbCx
7.625,0.6745,1.6242,4.6279,5.8012,CbCx
8.6068,0.9558,1.526,5.7551,6.6074,CbCx
7.3005,0.6745,1.8399,4.4981,5.8737,CbCx
7.0395,0.6745,2.3124,4.3963,5.9802,CbCx
6.7914,0.6745,1.25,3.6222,5.7398,CbCx
7.5504,0.6808,1.8486,4.4243,5.9732,CbCx
8.3875,0.7366,0.9332,5.5254,6.6738,CbCx
8.1348,0.6808,1.0791,5.4269,6.5749,CbCx
9.9635,0.6745,0.6745,7.4086,7.8315,CbN
10.4856,0.7843,0.8503,7.7467,8.0128,CbN
8.9391,1.0658,0.9817,5.8683,7.1269,CbN
9.4201,5.0879,0.6745,6.8574,7.2268,CbN
10.8502,0.6851,0.6745,7.9781,7.8338,Bpons
10.6381,1.1101,1.8248,7.3903,7.2091,Bpons
11.5413,0.6745,0.6745,8.9275,8.4534,Bpons
11.114,0.6961,2.3051,8.196,7.905,Bpons
10.471,0.882,0.882,8.0823,7.6803,Bpons
9.7944,0.8713,0.8728,8.1044,7.0666,PTg
10.2441,1.1206,2.0141,7.7817,7.5503,PTg
9.1777,6.1514,2.182,6.5241,6.5091,PTg
8.9817,6.0906,2.1765,6.4335,6.3176,PTg
10.0127,6.76,0.8107,7.5684,6.8991,PTg
10.1496,1.2851,1.2727,7.0046,6.7887,PTg
9.1552,4.8228,3.0471,6.28,6.934,PTg
8.8338,13.0176,7.1864,6.1563,6.4885,PTg
8.685,14.164,8.8138,5.9656,6.1502,PTg
8.8178,6.5037,0.9439,6.2493,6.6095,PTg
9.1822,5.555,1.4951,6.6712,6.82,PTg
9.5908,9.0367,4.2011,6.8805,6.6909,PTg
9.2863,1.6721,1.1884,6.4062,6.5506,PTg
9.014,0.6745,0.6745,5.8187,6.2773,PTg
10.378,0.8096,0.7741,7.6107,7.1549,PTg
10.1026,1.1375,1.1463,7.4743,7.6291,PTg
10.4728,3.0282,0.7469,7.6032,7.5596,PTg
10.5513,3.0599,0.8686,7.7471,7.2918,PTg
10.1506,1.1623,0.9298,7.5231,7.4402,PTg
11.062,0.847,1.8786,8.4263,8.0038,PTg
10.8339,2.6963,0.7283,8.2516,7.789,PTg
9.7865,1.2551,1.1607,7.6641,7.1873,MY
10.0938,0.9473,1.1039,7.708,7.5306,MY
10.2741,1.2694,1.3149,7.7145,7.6319,MY
10.3422,1.099,1.158,8.2266,7.8167,MY
10.3314,1.3101,1.4397,7.8971,7.8819,MY
8.2012,1.4828,1.3876,5.6961,5.9363,MY
8.6835,4.5349,1.9167,5.951,6.6721,MY
10.2281,1.4068,1.5033,7.9787,7.1151,MY
9.3151,1.4613,2.4512,6.6715,7.3902,MY
9.2517,1.404,1.8189,6.1415,7.0643,MY
9.596,3.7939,1.4983,6.7156,6.7957,MY
10.6314,1.1249,1.2919,8.0171,7.5468,MY
10.6698,3.6064,1.5915,7.788,7.4633,MY
10.3408,1.5962,1.5645,8.1748,7.8806,MY
8.9141,1.3041,1.2551,6.2881,6.4393,MY
9.1324,1.3868,0.9674,6.8061,6.6144,MY
10.6428,0.7166,2.8345,7.9674,7.5189,MY
10.2731,1.1228,1.437,7.679,7.9507,MY
10.7257,1.1561,1.1601,8.1869,7.922,MY
10.4733,2.1571,1.1949,7.7054,7.4974,MY
9.937,0.9133,1.3664,7.6398,7.4735,MY
9.6229,5.2686,1.6474,6.8005,7.1745,MY
9.9532,3.3586,1.0884,7.2946,7.414,MY
5.7409,0.6841,0.6911,3.1688,4.9206,WM
5.2005,0.6745,0.6745,2.3919,4.9036,WM
5.8691,0.6745,1.9935,3.8686,5.3114,WM
1.4602,0.6745,1.964,0.7026,4.8094,SS
